timestamp_utc,open,high,low,close,news_count,news_score_sum,news_score_mean,news_score_max,news_tone_avg,news_tone_pos,news_tone_neg,news_tone_polarity
2020-01-01 17:00:00+00:00,1.1212,1.12166,1.12106,1.12143,2.0,67.0,33.5,37.0,1.647006093045615,2.53822769022904,0.8912215971834281,3.42944928741247
2020-01-01 18:00:00+00:00,1.12143,1.12218,1.12142,1.12188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 19:00:00+00:00,1.12188,1.1219,1.12157,1.12183,1.0,36.0,36.0,36.0,1.5161502966381,2.7027027027027,1.1865524060646,3.8892551087673
2020-01-01 20:00:00+00:00,1.12182,1.12244,1.1218,1.12209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 21:00:00+00:00,1.1221,1.12245,1.12184,1.12222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 22:00:00+00:00,1.12224,1.12231,1.12124,1.12132,2.0,98.0,49.0,51.0,0.5669186448371559,2.0496115873851,1.4826929425479451,3.532304529933045
2020-01-01 23:00:00+00:00,1.12132,1.12143,1.12008,1.12012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 00:00:00+00:00,1.12011,1.12044,1.12009,1.12043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 01:00:00+00:00,1.12044,1.12077,1.12036,1.12077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 02:00:00+00:00,1.12078,1.12102,1.12043,1.12098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 03:00:00+00:00,1.12099,1.12137,1.12051,1.1212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 04:00:00+00:00,1.12119,1.12141,1.12011,1.1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 05:00:00+00:00,1.1203,1.12039,1.11927,1.11982,2.0,68.0,34.0,35.0,1.8075379125780564,4.675512934879575,2.867975022301515,7.543487957181091
2020-01-02 06:00:00+00:00,1.11984,1.12021,1.11842,1.11848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 07:00:00+00:00,1.11847,1.11943,1.11829,1.1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 08:00:00+00:00,1.11929,1.1197,1.11896,1.11963,3.0,100.0,33.333333333333336,36.0,0.8629351868643003,2.67368211434621,1.8107469274819132,4.484429041828126
2020-01-02 09:00:00+00:00,1.11963,1.11965,1.117,1.11741,1.0,33.0,33.0,33.0,1.22699386503067,2.45398773006135,1.22699386503067,3.68098159509202
2020-01-02 10:00:00+00:00,1.11739,1.12023,1.11708,1.12005,2.0,86.0,43.0,43.0,1.23408263002896,3.610238842896565,2.3761562128676013,5.98639505576417
2020-01-02 11:00:00+00:00,1.12006,1.1203,1.11651,1.11661,3.0,108.0,36.0,36.0,1.5581681127652134,2.77029184101036,1.2121237282451418,3.982415569255497
2020-01-02 12:00:00+00:00,1.11661,1.11719,1.11635,1.11698,2.0,67.0,33.5,37.0,-1.54379113709257,1.26229432449528,2.806085461587855,4.068379786083135
2020-01-02 13:00:00+00:00,1.11698,1.11723,1.11636,1.11702,6.0,318.0,53.0,80.0,0.8250452652505977,1.72448031976141,0.8994350545108117,2.6239153742722205
2020-01-02 14:00:00+00:00,1.11702,1.11703,1.11642,1.11663,2.0,96.0,48.0,66.0,1.54552497085038,2.35774851211329,0.8122235412629115,3.1699720533762
2020-01-02 15:00:00+00:00,1.11662,1.11715,1.11659,1.11693,2.0,103.0,51.5,60.0,-0.0110559580512314,1.4632796199305305,1.4743355779817624,2.937615197912295
2020-01-02 16:00:00+00:00,1.11692,1.11735,1.11689,1.11722,2.0,90.0,45.0,48.0,0.666338824686501,2.05311040078682,1.38677157610032,3.43988197688714
2020-01-02 17:00:00+00:00,1.11722,1.1173,1.11687,1.11713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 18:00:00+00:00,1.11712,1.11734,1.11701,1.11708,1.0,30.0,30.0,30.0,-4.34782608695652,0.966183574879227,5.31400966183575,6.28019323671498
2020-01-02 19:00:00+00:00,1.11707,1.1176,1.11698,1.11754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 20:00:00+00:00,1.11753,1.11784,1.11722,1.11735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02 21:00:00+00:00,1.11735,1.11774,1.11718,1.11725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
